"zip","city","county","state","pop"
"90405","Santa Monica","Los Angeles","CA",28115
"90035","Los Angeles","Los Angeles","CA",28085
"95212","Stockton","San Joaquin","CA",28049
"95969","Paradise","Butte","CA",27967
"95370","Sonora","Tuolumne","CA",27951
"93901","Salinas","Monterey","CA",27805
"94598","Walnut Creek","Contra Costa","CA",27780
"94062","Redwood City","San Mateo","CA",27757
"91755","Monterey Park","Los Angeles","CA",27734
"95961","Olivehurst","Yuba","CA",27728
"93280","Wasco","Kern","CA",27698
"92868","Orange","Orange","CA",27693
"90038","Los Angeles","Los Angeles","CA",27660
"90061","Los Angeles","Los Angeles","CA",27646
"94306","Palo Alto","Santa Clara","CA",27549
"90291","Venice","Los Angeles","CA",27525
"94559","Napa","Napa","CA",27523
"93105","Santa Barbara","Santa Barbara","CA",27515
"90270","Maywood","Los Angeles","CA",27454
"91364","Woodland Hills","Los Angeles","CA",27340
"92008","Carlsbad","San Diego","CA",27330
"95409","Santa Rosa","Sonoma","CA",27312
"92227","Brawley","Imperial","CA",27255
"95134","San Jose","Santa Clara","CA",27224
"94002","Belmont","San Mateo","CA",27202
"91945","Lemon Grove","San Diego","CA",27193
"90746","Carson","Los Angeles","CA",26996
"93725","Fresno","Fresno","CA",26980
"95363","Patterson","Stanislaus","CA",26900
"91504","Burbank","Los Angeles","CA",26863
"92629","Dana Point","Orange","CA",26744
"95618","El Macero","Yolo","CA",26743
"90017","Los Angeles","Los Angeles","CA",26728
"91932","Imperial Beach","San Diego","CA",26701
"92614","Irvine","Orange","CA",26676
"91302","Calabasas","Los Angeles","CA",26634
"91042","Tujunga","Los Angeles","CA",26631
"93960","Soledad","Monterey","CA",26610
"91010","Duarte","Los Angeles","CA",26601
"91307","West Hills","Los Angeles","CA",26595
"92860","Norco","Riverside","CA",26591
"90249","Gardena","Los Angeles","CA",26587
"94947","Novato","Marin","CA",26573
"91741","Glendora","Los Angeles","CA",26565
"92411","San Bernardino","San Bernardino","CA",26563
"94133","San Francisco","San Francisco","CA",26527
"95032","Los Gatos","Santa Clara","CA",26281
"94607","Oakland","Alameda","CA",26254
"95242","Lodi","San Joaquin","CA",26235
"90240","Downey","Los Angeles","CA",26205
"94803","El Sobrante","Contra Costa","CA",26165
"91740","Glendora","Los Angeles","CA",26115
"91724","Covina","Los Angeles","CA",26091
"92284","Yucca Valley","San Bernardino","CA",26085
"92602","Irvine","Orange","CA",26044
"90602","Whittier","Los Angeles","CA",25981
"94123","San Francisco","San Francisco","CA",25941
"91411","Van Nuys","Los Angeles","CA",25801
"91030","South Pasadena","Los Angeles","CA",25794
"94402","San Mateo","San Mateo","CA",25764
"94530","El Cerrito","Contra Costa","CA",25754
"91301","Agoura Hills","Los Angeles","CA",25631
"90304","Inglewood","Los Angeles","CA",25591
"91784","Upland","San Bernardino","CA",25567
"95945","Grass Valley","Nevada","CA",25519
"95503","Eureka","Humboldt","CA",25503
"92532","Lake Elsinore","Riverside","CA",25475
"90064","Los Angeles","Los Angeles","CA",25429
"91106","Pasadena","Los Angeles","CA",25375
"94547","Hercules","Contra Costa","CA",25343
"91737","Rancho Cucamonga","San Bernardino","CA",25339
"92211","Palm Desert","Riverside","CA",25339
"90274","Palos Verdes Peninsula","Los Angeles","CA",25279
"95677","Rocklin","Placer","CA",25279
"94506","Danville","Contra Costa","CA",25258
"95815","Sacramento","Sacramento","CA",25224
"91403","Sherman Oaks","Los Angeles","CA",25218
"91775","San Gabriel","Los Angeles","CA",25192
"95367","Riverbank","Stanislaus","CA",25162
"92832","Fullerton","Orange","CA",25134
"93933","Marina","Monterey","CA",25015
"95003","Aptos","Santa Cruz","CA",24837
"92651","Laguna Beach","Orange","CA",24746
"95354","Modesto","Stanislaus","CA",24743
"92606","Irvine","Orange","CA",24694
"90303","Inglewood","Los Angeles","CA",24693
"93041","Port Hueneme","Ventura","CA",24506
"90740","Seal Beach","Orange","CA",24494
"95215","Stockton","San Joaquin","CA",24371
"90403","Santa Monica","Los Angeles","CA",24354
"94619","Oakland","Alameda","CA",24308
"95054","Santa Clara","Santa Clara","CA",24264
"92119","San Diego","San Diego","CA",23990
"94024","Los Altos","Santa Clara","CA",23961
"92844","Garden Grove","Orange","CA",23878
"92835","Fullerton","Orange","CA",23867
"95864","Sacramento","Sacramento","CA",23733
"91201","Glendale","Los Angeles","CA",23619
"94085","Sunnyvale","Santa Clara","CA",23612
"93610","Chowchilla","Madera","CA",23607
"92277","Twentynine Palms","San Bernardino","CA",23517
"95746","Granite Bay","Placer","CA",23492
"95531","Crescent City","Del Norte","CA",23470
"95501","Eureka","Humboldt","CA",23467
"93212","Corcoran","Kings","CA",23424
"92251","Imperial","Imperial","CA",23388
"95776","Woodland","Yolo","CA",23375
"91202","Glendale","Los Angeles","CA",23317
"96007","Anderson","Shasta","CA",23106
"90048","Los Angeles","Los Angeles","CA",22892
"90404","Santa Monica","Los Angeles","CA",22819
"94609","Oakland","Alameda","CA",22811
"93907","Salinas","Monterey","CA",22766
"93203","Arvin","Kern","CA",22744
"94597","Walnut Creek","Contra Costa","CA",22734
"94030","Millbrae","San Mateo","CA",22710
"92782","Tustin","Orange","CA",22704
"92108","San Diego","San Diego","CA",22565
"90272","Pacific Palisades","Los Angeles","CA",22551
"90292","Marina Del Rey","Los Angeles","CA",22490
"92118","Coronado","San Diego","CA",22484
"90720","Los Alamitos","Orange","CA",22389
"95135","San Jose","Santa Clara","CA",22358
"94089","Sunnyvale","Santa Clara","CA",22313
"90732","San Pedro","Los Angeles","CA",22273
"92225","Blythe","Riverside","CA",22149
"94579","San Leandro","Alameda","CA",22040
"94703","Berkeley","Alameda","CA",21937
"95620","Dixon","Solano","CA",21854
"90015","Los Angeles","Los Angeles","CA",21801
"92585","Sun City","Riverside","CA",21732
"95818","Sacramento","Sacramento","CA",21732
"90717","Lomita","Los Angeles","CA",21696
"92354","Loma Linda","San Bernardino","CA",21679
"92501","Riverside","Riverside","CA",21656
"92663","Newport Beach","Orange","CA",21572
"93263","Shafter","Kern","CA",21572
"95330","Lathrop","San Joaquin","CA",21552
"95521","Arcata","Humboldt","CA",21462
"95405","Santa Rosa","Sonoma","CA",21448
"94127","San Francisco","San Francisco","CA",21423
"91101","Pasadena","Los Angeles","CA",21394
"90603","Whittier","Los Angeles","CA",21299
"95827","Sacramento","Sacramento","CA",21185
"94706","Albany","Alameda","CA",21040
"90068","Los Angeles","Los Angeles","CA",20982
"93560","Rosamond","Kern","CA",20929
"94596","Walnut Creek","Contra Costa","CA",20822
"93444","Nipomo","San Luis Obispo","CA",20775
"95138","San Jose","Santa Clara","CA",20766
"92865","Orange","Orange","CA",20741
"92808","Anaheim","Orange","CA",20667
"95841","Sacramento","Sacramento","CA",20586
"96130","Susanville","Lassen","CA",20553
"95949","Grass Valley","Nevada","CA",20519
"95965","Oroville","Butte","CA",20460
"91361","Westlake Village","Ventura","CA",20443
"90069","West Hollywood","Los Angeles","CA",20435
"91011","La Canada Flintridge","Los Angeles","CA",20423
"91381","Stevenson Ranch","Los Angeles","CA",20371
"93103","Santa Barbara","Santa Barbara","CA",20353
"94019","Half Moon Bay","San Mateo","CA",20314
"94503","American Canyon","Napa","CA",20306
"91501","Burbank","Los Angeles","CA",20300
"93023","Ojai","Ventura","CA",20231
"91040","Sunland","Los Angeles","CA",20207
"95110","San Jose","Santa Clara","CA",20203
"93630","Kerman","Fresno","CA",20195
"92887","Yorba Linda","Orange","CA",20194
"91902","Bonita","San Diego","CA",20138
"90715","Lakewood","Los Angeles","CA",20136
"94519","Concord","Contra Costa","CA",20121
"92586","Sun City","Riverside","CA",20032
"90210","Beverly Hills","Los Angeles","CA",19909
"92264","Palm Springs","Riverside","CA",19881
"95819","Sacramento","Sacramento","CA",19659
"90254","Hermosa Beach","Los Angeles","CA",19650
"92603","Irvine","Orange","CA",19650
"92377","Rialto","San Bernardino","CA",19556
"94022","Los Altos","Santa Clara","CA",19378
"91602","North Hollywood","Los Angeles","CA",19358
"94563","Orinda","Contra Costa","CA",19341
"91345","Mission Hills","Los Angeles","CA",19205
"94564","Pinole","Contra Costa","CA",19200
"92029","Escondido","San Diego","CA",19149
"95519","Mckinleyville","Humboldt","CA",19099
"92106","San Diego","San Diego","CA",19080
"91390","Santa Clarita","Los Angeles","CA",19053
"94945","Novato","Marin","CA",19035
"91723","Covina","Los Angeles","CA",18875
"93927","Greenfield","Monterey","CA",18778
"91204","Glendale","Los Angeles","CA",18720
"90814","Long Beach","Los Angeles","CA",18587
"91506","Burbank","Los Angeles","CA",18575
"91901","Alpine","San Diego","CA",18558
"93247","Lindsay","Tulare","CA",18522
"90265","Malibu","Los Angeles","CA",18389
"96161","Truckee","Nevada","CA",18333
"90502","Torrance","Los Angeles","CA",18188
"92270","Rancho Mirage","Riverside","CA",18075
"92082","Valley Center","San Diego","CA",18065
"95602","Auburn","Placer","CA",18063
"93210","Coalinga","Fresno","CA",18025
"93268","Taft","Kern","CA",17964
"94595","Walnut Creek","Contra Costa","CA",17938
"95959","Nevada City","Nevada","CA",17910
"92371","Phelan","San Bernardino","CA",17882
"93015","Fillmore","Ventura","CA",17817
"95366","Ripon","San Joaquin","CA",17654
"95448","Healdsburg","Sonoma","CA",17482
"92587","Sun City","Riverside","CA",17468
"94949","Novato","Marin","CA",17452
"93111","Santa Barbara","Santa Barbara","CA",17263
"95816","Sacramento","Sacramento","CA",17217
"94301","Palo Alto","Santa Clara","CA",17191
"93930","King City","Monterey","CA",17142
"94702","Berkeley","Alameda","CA",17092
"94618","Oakland","Alameda","CA",17041
"90701","Artesia","Los Angeles","CA",16858
"90245","El Segundo","Los Angeles","CA",16850
"93241","Lamont","Kern","CA",16834
"95334","Livingston","Merced","CA",16787
"92582","San Jacinto","Riverside","CA",16783
"93110","Santa Barbara","Santa Barbara","CA",16660
"93013","Carpinteria","Santa Barbara","CA",16644
"92845","Garden Grove","Orange","CA",16600
"90670","Santa Fe Springs","Los Angeles","CA",16578
"95391","Tracy","San Joaquin","CA",16562
"96022","Cottonwood","Shasta","CA",16442
"93728","Fresno","Fresno","CA",16382
"94556","Moraga","Contra Costa","CA",16368
"91914","Chula Vista","San Diego","CA",16357
"93402","Los Osos","San Luis Obispo","CA",16350
"93631","Kingsburg","Fresno","CA",16349
"92637","Laguna Hills","Orange","CA",16228
"96021","Corning","Tehama","CA",16228
"93648","Parlier","Fresno","CA",16194
"93250","Mc Farland","Kern","CA",16088
"94612","Oakland","Alameda","CA",16062
"91208","Glendale","Los Angeles","CA",16049
"90623","La Palma","Orange","CA",15813
"95203","Stockton","San Joaquin","CA",15775
"95673","Rio Linda","Sacramento","CA",15753
"94305","Stanford","Santa Clara","CA",15730
"94960","San Anselmo","Marin","CA",15725
"95252","Valley Springs","Calaveras","CA",15703
"94507","Alamo","Contra Costa","CA",15646
"93950","Pacific Grove","Monterey","CA",15595
"95422","Clearlake","Lake","CA",15550
"94552","Castro Valley","Alameda","CA",15412
"90305","Inglewood","Los Angeles","CA",15397
"95066","Scotts Valley","Santa Cruz","CA",15217
"93543","Littlerock","Los Angeles","CA",15135
"92274","Thermal","Riverside","CA",15118
"91436","Encino","Los Angeles","CA",15070
"95963","Orland","Glenn","CA",15043
"92866","Orange","Orange","CA",15017
"91203","Glendale","Los Angeles","CA",15000
"95605","West Sacramento","Yolo","CA",14960
"95130","San Jose","Santa Clara","CA",14863
"90232","Culver City","Los Angeles","CA",14660
"95437","Fort Bragg","Mendocino","CA",14632
"94502","Alameda","Alameda","CA",14619
"94108","San Francisco","San Francisco","CA",14550
"95304","Tracy","San Joaquin","CA",14539
"95368","Salida","Stanislaus","CA",14520
"92408","San Bernardino","San Bernardino","CA",14434
"93514","Bishop","Inyo","CA",14412
"94041","Mountain View","Santa Clara","CA",14394
"90716","Hawaiian Gardens","Los Angeles","CA",14344
"93221","Exeter","Tulare","CA",14328
"95540","Fortuna","Humboldt","CA",14305
"95388","Winton","Merced","CA",14242
"94542","Hayward","Alameda","CA",14217
"94805","Richmond","Contra Costa","CA",14208
"92610","Foothill Ranch","Orange","CA",14149
"95650","Loomis","Placer","CA",14059
"95315","Delhi","Merced","CA",14019
"92014","Del Mar","San Diego","CA",13863
"91377","Oak Park","Ventura","CA",13730
"93505","California City","Kern","CA",13606
"91108","San Marino","Los Angeles","CA",13538
"93433","Grover Beach","San Luis Obispo","CA",13538
"95954","Magalia","Butte","CA",13495
"94517","Clayton","Contra Costa","CA",13476
"95817","Sacramento","Sacramento","CA",13461
"94705","Berkeley","Alameda","CA",13365
"95030","Los Gatos","Santa Clara","CA",13288
"90212","Beverly Hills","Los Angeles","CA",13156
"95320","Escalon","San Joaquin","CA",13094
"95360","Newman","Stanislaus","CA",13029
"93204","Avenal","Kings","CA",12923
"95490","Willits","Mendocino","CA",12914
"93923","Carmel","Monterey","CA",12833
"94920","Belvedere Tiburon","Marin","CA",12797
"93640","Mendota","Fresno","CA",12727
"90293","Playa Del Rey","Los Angeles","CA",12694
"90040","Los Angeles","Los Angeles","CA",12645
"92075","Solana Beach","San Diego","CA",12624
"94904","Greenbrae","Marin","CA",12590
"94065","Redwood City","San Mateo","CA",12579
"92313","Grand Terrace","San Bernardino","CA",12512
"91105","Pasadena","Los Angeles","CA",12191
"92625","Corona Del Mar","Orange","CA",12148
"92055","Camp Pendleton","San Diego","CA",12120
"93908","Salinas","Monterey","CA",12093
"93301","Bakersfield","Kern","CA",12028
"90013","Los Angeles","Los Angeles","CA",11937
"95742","Rancho Cordova","Sacramento","CA",11921
"94707","Berkeley","Alameda","CA",11916
"90402","Santa Monica","Los Angeles","CA",11866
"94709","Berkeley","Alameda","CA",11740
"93614","Coarsegold","Madera","CA",11676
"95451","Kelseyville","Lake","CA",11627
"91502","Burbank","Los Angeles","CA",11598
"93109","Santa Barbara","Santa Barbara","CA",11573
"95832","Sacramento","Sacramento","CA",11518
"90248","Gardena","Los Angeles","CA",11512
"94708","Berkeley","Alameda","CA",11455
"94965","Sausalito","Marin","CA",11408
"91207","Glendale","Los Angeles","CA",11371
"92314","Big Bear City","San Bernardino","CA",11361
"95814","Sacramento","Sacramento","CA",11340
"95357","Modesto","Stanislaus","CA",11322
"92007","Cardiff By The Sea","San Diego","CA",11234
"95948","Gridley","Butte","CA",11173
"95453","Lakeport","Lake","CA",11092
"91024","Sierra Madre","Los Angeles","CA",11006
"95640","Ione","Amador","CA",10977
"93442","Morro Bay","San Luis Obispo","CA",10976
"95073","Soquel","Santa Cruz","CA",10949
"95953","Live Oak","Sutter","CA",10942
"95338","Mariposa","Mariposa","CA",10898
"93108","Santa Barbara","Santa Barbara","CA",10896
"93647","Orosi","Tulare","CA",10896
"93646","Orange Cove","Fresno","CA",10873
"95012","Castroville","Monterey","CA",10792
"93223","Farmersville","Tulare","CA",10742
"95386","Waterford","Stanislaus","CA",10587
"95425","Cloverdale","Sonoma","CA",10586
"95322","Gustine","Merced","CA",10546
"91978","Spring Valley","San Diego","CA",10518
"95119","San Jose","Santa Clara","CA",10472
"94572","Rodeo","Contra Costa","CA",10411
"93622","Firebaugh","Fresno","CA",10395
"95694","Winters","Yolo","CA",10386
"92254","Mecca","Riverside","CA",10385
"95064","Santa Cruz","Santa Cruz","CA",10299
"93701","Fresno","Fresno","CA",10274
"92567","Nuevo","Riverside","CA",10228
"93219","Earlimart","Tulare","CA",10167
"96019","Shasta Lake","Shasta","CA",10111
"95326","Hughson","Stanislaus","CA",9888
"94925","Corte Madera","Marin","CA",9866
"94571","Rio Vista","Solano","CA",9784
"95713","Colfax","Placer","CA",9764
"93286","Woodlake","Tulare","CA",9755
"92657","Newport Coast","Orange","CA",9670
"96097","Yreka","Siskiyou","CA",9647
"95033","Los Gatos","Santa Clara","CA",9597
"92252","Joshua Tree","San Bernardino","CA",9394
"95946","Penn Valley","Nevada","CA",9370
"90094","Los Angeles","Los Angeles","CA",9368
"93546","Mammoth Lakes","Mono","CA",9359
"93926","Gonzales","Monterey","CA",9262
"95006","Boulder Creek","Santa Cruz","CA",9238
"94105","San Francisco","San Francisco","CA",9155
"92310","Fort Irwin","San Bernardino","CA",9086
"92359","Mentone","San Bernardino","CA",9056
"95010","Capitola","Santa Cruz","CA",9030
"90077","Los Angeles","Los Angeles","CA",8993
"93644","Oakhurst","Madera","CA",8981
"92250","Holtville","Imperial","CA",8979
"93465","Templeton","San Luis Obispo","CA",8914
"93620","Dos Palos","Merced","CA",8889
"92067","Rancho Santa Fe","San Diego","CA",8756
"91020","Montrose","Los Angeles","CA",8720
"94930","Fairfax","Marin","CA",8678
"94574","Saint Helena","Napa","CA",8677
"92325","Crestline","San Bernardino","CA",8621
"94931","Cotati","Sonoma","CA",8601
"92320","Calimesa","Riverside","CA",8597
"92655","Midway City","Orange","CA",8415
"95988","Willows","Glenn","CA",8381
"95065","Santa Cruz","Santa Cruz","CA",8355
"90014","Los Angeles","Los Angeles","CA",8335
"91935","Jamul","San Diego","CA",8332
"92548","Homeland","Riverside","CA",8273
"95726","Pollock Pines","El Dorado","CA",8170
"93449","Pismo Beach","San Luis Obispo","CA",8116
"93463","Solvang","Santa Barbara","CA",8025
"95324","Hilmar","Merced","CA",8016
"90211","Beverly Hills","Los Angeles","CA",7969
"92241","Desert Hot Springs","Riverside","CA",7904
"92249","Heber","Imperial","CA",7898
"93625","Fowler","Fresno","CA",7862
"90056","Los Angeles","Los Angeles","CA",7795
"92276","Thousand Palms","Riverside","CA",7772
"95932","Colusa","Colusa","CA",7742
"95327","Jamestown","Tuolumne","CA",7711
"95005","Ben Lomond","Santa Cruz","CA",7710
"95019","Freedom","Santa Cruz","CA",7703
"93510","Acton","Los Angeles","CA",7626
"92233","Calipatria","Imperial","CA",7618
"93721","Fresno","Fresno","CA",7611
"95220","Acampo","San Joaquin","CA",7538
"94710","Berkeley","Alameda","CA",7461
"94027","Atherton","San Mateo","CA",7444
"94515","Calistoga","Napa","CA",7436
"93445","Oceano","San Luis Obispo","CA",7383
"93434","Guadalupe","Santa Barbara","CA",7350
"95139","San Jose","Santa Clara","CA",7293
"93234","Huron","Fresno","CA",7260
"90401","Santa Monica","Los Angeles","CA",7256
"93022","Oak View","Ventura","CA",7232
"94939","Larkspur","Marin","CA",7108
"95018","Felton","Santa Cruz","CA",7060
"96067","Mount Shasta","Siskiyou","CA",6910
"94028","Portola Valley","San Mateo","CA",6868
"95658","Newcastle","Placer","CA",6853
"95642","Jackson","Amador","CA",6826
"95631","Foresthill","Placer","CA",6800
"95693","Wilton","Sacramento","CA",6759
"95316","Denair","Stanislaus","CA",6616
"93591","Palmdale","Los Angeles","CA",6579
"93924","Carmel Valley","Monterey","CA",6568
"96094","Weed","Siskiyou","CA",6556
"93615","Cutler","Tulare","CA",6513
"92342","Helendale","San Bernardino","CA",6508
"92624","Capistrano Beach","Orange","CA",6402
"95436","Forestville","Sonoma","CA",6352
"93267","Strathmore","Tulare","CA",6347
"93240","Lake Isabella","Kern","CA",6343
"95626","Elverta","Sacramento","CA",6335
"93656","Riverdale","Fresno","CA",6323
"92372","Pinon Hills","San Bernardino","CA",6282
"95683","Sloughhouse","Sacramento","CA",6279
"95971","Quincy","Plumas","CA",6254
"95987","Williams","Colusa","CA",6119
"93427","Buellton","Santa Barbara","CA",6071
"92356","Lucerne Valley","San Bernardino","CA",6065
"95046","San Martin","Santa Clara","CA",6025
"95202","Stockton","San Joaquin","CA",6001
"93428","Cambria","San Luis Obispo","CA",5981
"93256","Pixley","Tulare","CA",5939
"92861","Villa Park","Orange","CA",5872
"92352","Lake Arrowhead","San Bernardino","CA",5729
"95470","Redwood Valley","Mendocino","CA",5719
"95619","Diamond Springs","El Dorado","CA",5674
"93609","Caruthers","Fresno","CA",5586
"93270","Terra Bella","Tulare","CA",5542
"96101","Alturas","Modoc","CA",5500
"92363","Needles","San Bernardino","CA",5407
"90290","Topanga","Los Angeles","CA",5371
"95709","Camino","El Dorado","CA",5315
"92315","Big Bear Lake","San Bernardino","CA",5234
"95672","Rescue","El Dorado","CA",5220
"95692","Wheatland","Yuba","CA",5152
"95666","Pioneer","Amador","CA",5113
"95446","Guerneville","Sonoma","CA",5100
"95231","French Camp","San Joaquin","CA",5092
"95222","Angels Camp","Calaveras","CA",5090
"92210","Indian Wells","Riverside","CA",5049
"92003","Bonsall","San Diego","CA",5042
"95912","Arbuckle","Colusa","CA",5010
"93460","Santa Ynez","Santa Barbara","CA",4929
"93501","Mojave","Kern","CA",4861
"95249","San Andreas","Calaveras","CA",4854
"95722","Meadow Vista","Placer","CA",4822
"93225","Frazier Park","Kern","CA",4816
"96013","Burney","Shasta","CA",4810
"96064","Montague","Siskiyou","CA",4769
"92278","Twentynine Palms","San Bernardino","CA",4737
"92823","Brea","Orange","CA",4721
"95685","Sutter Creek","Amador","CA",4711
"95365","Planada","Merced","CA",4710
"92382","Running Springs","San Bernardino","CA",4709
"92539","Anza","Riverside","CA",4703
"94005","Brisbane","San Mateo","CA",4692
"95665","Pine Grove","Amador","CA",4664
"92121","San Diego","San Diego","CA",4655
"92397","Wrightwood","San Bernardino","CA",4571
"94951","Penngrove","Sonoma","CA",4571
"95328","Keyes","Stanislaus","CA",4518
"95228","Copperopolis","Calaveras","CA",4501
"93272","Tipton","Tulare","CA",4454
"96088","Shingletown","Shasta","CA",4419
"92590","Temecula","Riverside","CA",4388
"91906","Campo","San Diego","CA",4351
"95938","Durham","Butte","CA",4350
"94508","Angwin","Napa","CA",4298
"95247","Murphys","Calaveras","CA",4270
"95627","Esparto","Yolo","CA",4263
"93660","San Joaquin","Fresno","CA",4228
"95236","Linden","San Joaquin","CA",4223
"93235","Ivanhoe","Tulare","CA",4198
"95045","San Juan Bautista","San Benito","CA",4181
"95655","Mather","Sacramento","CA",4178
"93953","Pebble Beach","Monterey","CA",4117
"93451","San Miguel","San Luis Obispo","CA",4089
"95917","Biggs","Butte","CA",4030
"94129","San Francisco","San Francisco","CA",3994
"93602","Auberry","Fresno","CA",3967
"95614","Cool","El Dorado","CA",3961
"95004","Aromas","Monterey","CA",3956
"96093","Weaverville","Trinity","CA",3955
"96073","Palo Cedro","Shasta","CA",3939
"90704","Avalon","Los Angeles","CA",3922
"96055","Los Molinos","Tehama","CA",3914
"94304","Palo Alto","Santa Clara","CA",3902
"91708","Chino","San Bernardino","CA",3892
"95258","Woodbridge","San Joaquin","CA",3881
"90089","Los Angeles","Los Angeles","CA",3862
"94535","Travis Afb","Solano","CA",3857
"95633","Garden Valley","El Dorado","CA",3857
"95383","Twain Harte","Tuolumne","CA",3828
"93202","Armona","Kings","CA",3777
"95546","Hoopa","Humboldt","CA",3768
"93675","Squaw Valley","Fresno","CA",3759
"95423","Clearlake Oaks","Lake","CA",3757
"96035","Gerber","Tehama","CA",3731
"95623","El Dorado","El Dorado","CA",3730
"90010","Los Angeles","Los Angeles","CA",3702
"93523","Edwards","Kern","CA",3700
"94038","Moss Beach","San Mateo","CA",3687
"95053","Santa Clara","Santa Clara","CA",3678
"92140","San Diego","San Diego","CA",3669
"94111","San Francisco","San Francisco","CA",3620
"95379","Tuolumne","Tuolumne","CA",3586
"93242","Laton","Fresno","CA",3541
"95237","Lockeford","San Joaquin","CA",3531
"93650","Fresno","Fresno","CA",3477
"95634","Georgetown","El Dorado","CA",3445
"95562","Rio Dell","Humboldt","CA",3422
"94964","San Quentin","Marin","CA",3418
"92230","Cabazon","Riverside","CA",3406
"96143","Kings Beach","Placer","CA",3391
"95684","Somerset","El Dorado","CA",3384
"93437","Lompoc","Santa Barbara","CA",3379
"93921","Carmel","Monterey","CA",3379
"95321","Groveland","Tuolumne","CA",3337
"96137","Westwood","Lassen","CA",3336
"95457","Lower Lake","Lake","CA",3330
"96114","Janesville","Lassen","CA",3316
"92256","Morongo Valley","San Bernardino","CA",3282
"91330","Northridge","Los Angeles","CA",3273
"93265","Springville","Tulare","CA",3271
"95982","Sutter","Sutter","CA",3229
"92661","Newport Beach","Orange","CA",3225
"95442","Glen Ellen","Sonoma","CA",3136
"93066","Somis","Ventura","CA",3112
"94525","Crockett","Contra Costa","CA",3094
"94599","Yountville","Napa","CA",3078
"94130","San Francisco","San Francisco","CA",3064
"96122","Portola","Plumas","CA",3044
"92536","Aguanga","Riverside","CA",3028
"95458","Lucerne","Lake","CA",3019
"94720","Berkeley","Alameda","CA",2971
"93643","North Fork","Madera","CA",2960
"93453","Santa Margarita","San Luis Obispo","CA",2953
"93430","Cayucos","San Luis Obispo","CA",2947
"90021","Los Angeles","Los Angeles","CA",2922
"95536","Ferndale","Humboldt","CA",2898
"93532","Lake Hughes","Los Angeles","CA",2871
"95223","Arnold","Calaveras","CA",2860
"92281","Westmorland","Imperial","CA",2859
"96041","Hayfork","Trinity","CA",2797
"92365","Newberry Springs","San Bernardino","CA",2792
"95951","Hamilton City","Glenn","CA",2788
"90058","Los Angeles","Los Angeles","CA",2758
"93252","Maricopa","Kern","CA",2738
"93261","Richgrove","Tulare","CA",2715
"94037","Montara","San Mateo","CA",2692
"95485","Upper Lake","Lake","CA",2688
"95329","La Grange","Stanislaus","CA",2685
"93616","Del Rey","Fresno","CA",2664
"95918","Browns Valley","Yuba","CA",2643
"92662","Newport Beach","Orange","CA",2606
"95663","Penryn","Placer","CA",2602
"95428","Covelo","Mendocino","CA",2563
"95464","Nice","Lake","CA",2538
"96032","Fort Jones","Siskiyou","CA",2510
"92391","Twin Peaks","San Bernardino","CA",2479
"95333","Le Grand","Merced","CA",2479
"92549","Idyllwild","Riverside","CA",2464
"92275","Salton City","Imperial","CA",2456
"95461","Middletown","Lake","CA",2440
"93271","Three Rivers","Tulare","CA",2432
"96027","Etna","Siskiyou","CA",2416
"93667","Tollhouse","Fresno","CA",2415
"92004","Borrego Springs","San Diego","CA",2414
"92145","San Diego","San Diego","CA",2389
"91962","Pine Valley","San Diego","CA",2378
"92061","Pauma Valley","San Diego","CA",2376
"95669","Plymouth","Amador","CA",2348
"93283","Weldon","Kern","CA",2343
"93516","Boron","Kern","CA",2335
"90067","Los Angeles","Los Angeles","CA",2314
"95460","Mendocino","Mendocino","CA",2277
"95570","Trinidad","Humboldt","CA",2274
"96020","Chester","Plumas","CA",2242
"92036","Julian","San Diego","CA",2221
"95445","Gualala","Mendocino","CA",2201
"95454","Laytonville","Mendocino","CA",2198
"95372","Soulsbyville","Tuolumne","CA",2164
"93925","Chualar","Monterey","CA",2155
"92676","Silverado","Orange","CA",2154
"96145","Tahoe City","Placer","CA",2151
"95002","Alviso","Santa Clara","CA",2146
"92285","Landers","San Bernardino","CA",2142
"92386","Sugarloaf","San Bernardino","CA",2140
"95690","Walnut Grove","Sacramento","CA",2122
"95638","Herald","Sacramento","CA",2121
"95465","Occidental","Sonoma","CA",2104
"92398","Yermo","San Bernardino","CA",2098
"93249","Lost Hills","Kern","CA",2088
"93285","Wofford Heights","Kern","CA",2085
"93258","Porterville","Tulare","CA",2075
"95542","Garberville","Humboldt","CA",2072
"95567","Smith River","Del Norte","CA",2066
"95441","Geyserville","Sonoma","CA",2053
"95469","Potter Valley","Mendocino","CA",2015
"94511","Bethel Island","Contra Costa","CA",2010
"93040","Piru","Ventura","CA",2007
"95947","Greenville","Plumas","CA",2005
"95310","Columbia","Tuolumne","CA",1995
"93626","Friant","Fresno","CA",1983
"93206","Buttonwillow","Kern","CA",1970
"91916","Descanso","San Diego","CA",1962
"96025","Dunsmuir","Siskiyou","CA",1957
"96113","Herlong","Lassen","CA",1957
"95113","San Jose","Santa Clara","CA",1939
"93243","Lebec","Kern","CA",1938
"92401","San Bernardino","San Bernardino","CA",1929
"96134","Tulelake","Siskiyou","CA",1918
"93651","Prather","Fresno","CA",1915
"93545","Lone Pine","Inyo","CA",1899
"95245","Mokelumne Hill","Calaveras","CA",1851
"90263","Malibu","Los Angeles","CA",1846
"96118","Loyalton","Sierra","CA",1808
